date,Consommation(MW),Temperature,Humidity,Wind Speed,Precipitation,Event
2015-07-22,509406.0,33.80593739707003,64.30328537894171,28.66319246995573,5.143896776495462,0
2015-07-23,494119.0,6.286267405679933,30.392841107033146,26.33190455905444,17.700849920465423,1
2015-07-24,492282.0,16.85006172634134,31.49672009165857,29.99721922316083,16.536965562318407,1
2015-07-25,470820.0,4.298724869798452,40.08820220595842,6.704969428642755,16.50143975135287,1
2015-07-26,491198.0,10.014517110836426,34.14103654554572,26.298264095084622,3.191426228380696,0
2015-07-27,558068.0,36.04956365676525,60.75497078862959,27.7352707809263,2.1926312559144323,1
2015-07-28,593878.0,-2.402251065659147,84.15150180195161,28.35554582385534,10.279192087704532,0
2015-07-29,615851.0,19.84422618598713,56.56239554888829,7.006150870352172,3.975277450268087,0
2015-07-30,596964.0,24.97550794811936,37.18159141601655,12.697865313247632,13.424240376379055,1
2015-07-31,555298.0,-2.677766741906514,83.02791775164309,9.172063385316536,15.924936979691864,1
2015-08-01,503157.0,-8.905079204411539,88.42771175459704,26.43130742605872,7.40669652397163,1
2015-08-02,487181.0,-6.576385158771394,69.710794765853,21.298677543085805,12.627915993870264,0
2015-08-03,561226.0,20.938101770238617,30.43539989581821,4.194334397668154,15.928887058839916,1
2015-08-04,555965.0,-6.00502377791465,79.04100293330944,25.076167588353805,16.761598761517952,0
2015-08-05,522326.0,34.624059625964925,39.51544460186715,24.470441776554,8.029077703380807,0
2015-08-06,492040.0,-1.2943803577222148,31.975551072743148,3.95149055438548,11.714389063921203,1
2015-08-07,489663.0,15.344676318231514,64.15083688190934,9.558542395124263,8.554470002583283,1
2015-08-08,443860.0,32.85213447123212,54.895803523233255,0.5777354105464894,19.85727239368144,1
2015-08-09,445809.0,12.078238134745874,52.26716631481798,6.518756024260797,17.409669080098517,1
2015-08-10,502788.0,33.35376311667103,85.82086292899838,19.91102067216949,7.402077691386568,1
2015-08-11,509155.0,11.218324709872816,44.11262232734608,22.26315096397948,18.77841850736672,0
2015-08-12,504308.0,13.595281847965529,58.190589675342906,22.97315736642563,11.5390333134647,0
2015-08-13,491910.0,29.93950706647494,33.67579321531826,29.126224517527323,1.1497002981342974,1
2015-08-14,505154.0,15.546433436091329,60.80524102537814,24.02175691522096,19.138068136040065,1
2015-08-15,505949.0,8.193540648657326,78.06793486639273,8.812687669832213,11.697461677018886,0
2015-08-16,519749.0,0.735357661392408,75.6466792534377,19.577757789547228,5.243323968545724,1
2015-08-17,596145.0,27.671883542301885,71.43625124800666,10.52979676444535,14.451807433436883,1
2015-08-18,596304.0,17.898194825510807,64.79627935120843,14.73693153744362,10.59571945494435,1
2015-08-19,595990.0,31.73733817165449,45.12132515802605,18.90008836049522,16.230280215017366,1
2015-08-20,591069.0,19.78181806338089,75.68004627860168,22.237790688514167,5.898046283127774,0
2015-08-21,534038.0,-5.45064298405852,41.55351804917683,26.949042809215243,17.00796180288321,1
2015-08-22,460646.0,3.283592217920153,34.50426637872803,13.019994912526329,12.961945584790314,0
2015-08-23,461049.0,-8.071302745420796,68.31238335241153,2.2655488113807976,6.298726153041702,1
2015-08-24,532583.0,-4.448229660674316,51.33832170168421,5.619461740713168,9.728293320162482,1
2015-08-25,542589.0,26.55409886696195,60.28014099917516,26.13825492740628,10.645236059964486,1
2015-08-26,491581.0,30.49854968762316,74.38986182121386,7.115589918028432,13.106382518625558,0
2015-08-27,469577.0,25.73984153285836,66.80911107403797,9.904466718492918,16.433674615903815,1
2015-08-28,460438.0,6.27018973658959,84.62422729766666,12.892332606628266,13.883644384644242,1
2015-08-29,441659.0,6.981689156285668,34.18653731324052,8.672906395304134,18.832644120698973,1
2015-08-30,471687.0,19.66602859653082,58.53784336590603,23.81829176598686,9.460390565316906,0
2015-08-31,561973.0,9.730200321378115,45.03934054679517,20.219966298465256,2.9092129186008875,1
2015-09-01,567071.0,6.577338667727481,34.72512241369068,2.904561652679241,10.051214531166616,1
2015-09-02,566971.0,32.7360641677062,31.086856775128272,2.8239793191451303,14.329081384761423,1
2015-09-03,580533.0,37.561141160156936,67.2895975767261,27.64193454456008,3.642293728164554,0
2015-09-04,550064.0,-2.887360941234231,75.73284313829015,25.37410520484439,10.535024392809184,0
2015-09-05,471465.0,4.6119476969305,83.3182489404881,19.8094906714453,17.96337984585894,0
2015-09-06,455928.0,21.54818599656364,35.13870940409829,12.272440121893268,2.433327551247937,0
2015-09-07,507178.0,5.448218876983704,46.4088941492762,20.52307165856824,1.9824881254279256,0
2015-09-08,600813.0,34.03308821771464,75.93905857984295,20.123799737714368,12.41966231183418,0
2015-09-09,597161.0,22.64775045279009,61.42667642237771,4.417618948839374,12.817857568772492,0
2015-09-10,525438.0,-2.405234526077285,30.35830242427487,2.059390853937076,1.707872968317139,0
2015-09-11,481118.0,28.5854342752702,36.056943351412855,29.35059583267187,2.704153824058717,0
2015-09-12,439544.0,-8.580679945209393,88.53818510600003,16.93959906760973,9.88720218077168,0
2015-09-13,420854.0,1.6400477072661277,58.286484607725406,4.360279533172572,15.11972333077229,0
2015-09-14,421479.0,34.8744227323845,87.12735973462648,19.404736281391383,17.516876980313466,0
2015-09-15,444579.0,-0.0894119604509882,83.43178270250058,26.50564548281219,5.100857890619852,1
2015-09-16,475415.0,13.260290869452543,45.53586452823071,23.83834562238022,15.824745745501868,0
2015-09-17,493030.0,20.23499106635192,33.96460176818759,7.625569950582669,7.886468671716733,0
2015-09-18,490272.0,-6.069841762977165,89.28883162389496,11.549516726364564,2.8421002295234854,0
2015-09-19,456849.0,11.80961478609143,35.30024435484913,21.467322904290693,7.955317770991474,1
2015-09-20,416268.0,6.014546641434336,77.35162626123761,4.030203303074038,6.66720184836189,1
2015-09-21,417558.0,21.06675685589518,61.37028030910848,13.125271258184789,1.6262157717652936,0
2015-09-22,417913.0,6.008132938895653,57.97604762823137,11.356187358324505,4.314027040844099,0
2015-09-23,419942.0,6.941835918962866,66.73516985192617,22.190581683890915,16.172804849434147,1
2015-09-24,432027.0,-8.42854292341533,67.42879840358425,13.975353990532971,17.110679992623822,0
2015-09-25,424738.0,19.711892089588755,39.04593612011966,6.965360509683428,16.326001130008486,1
2015-09-26,378677.0,7.524336644745343,87.86853584848207,5.967083295112663,5.399042423616754,0
2015-09-27,368930.0,2.935835263100836,60.205206091930975,28.361254524470706,17.12917475402985,0
2015-09-28,433494.0,37.56448430484614,43.44866653368619,27.971614827423007,5.943008306698696,0
2015-09-29,474076.0,31.188293804665506,50.05676086901991,1.470262920863109,17.51240428829342,0
2015-09-30,460244.0,19.89059365959998,38.84503784722583,11.804567077613216,15.124956375985157,0
2015-10-01,399333.0,15.85098378557349,39.6447701213844,14.413123950634034,18.491951795098927,0
2015-10-02,394031.0,15.890004205914352,78.17164621076179,6.508691517299222,9.788595445837842,1
2015-10-03,371774.0,-4.605843218394675,67.84085941746525,3.4825303164798327,19.40494656216653,1
2015-10-04,356587.0,8.205732602905407,36.1180713794089,28.970951324647285,11.11051912429369,1
2015-10-05,392226.0,19.386542428921626,50.2112854749288,13.561121736290591,0.2072279366137897,0
2015-10-06,396728.0,27.907918479906208,31.818823723982018,22.43398832917089,8.957291069096804,1
2015-10-07,400211.0,-9.793737624487406,49.854544231139926,0.383274234984492,5.4983612943180376,0
2015-10-08,399527.0,2.3071730936833763,42.28046911686936,29.019576234407843,15.022149397444757,0
2015-10-09,410044.0,-3.1939575511486096,63.08570463865361,25.34028904867342,14.786107536105131,1
2015-10-10,359395.0,34.45173656805779,66.62974057119516,3.00749993059506,12.297035905234148,0
2015-10-11,352546.0,35.244755676500176,51.40600783284572,7.177775106077604,3.916738799023906,0
2015-10-12,392355.0,36.05831119796835,65.61145941084689,10.014125585706308,7.736965026392202,0
2015-10-13,405975.0,18.191372607638503,53.074058607298326,5.767822503554976,1.5037063515519122,1
2015-10-14,397351.0,31.01479391074077,83.60265611667556,4.922903700091923,3.9567313976157847,0
2015-10-15,393020.0,16.91110340888414,42.03744092839432,19.59906493259467,1.1818496383506227,0
2015-10-16,389661.0,-5.790055579504668,31.3893960458467,13.199939811061531,18.192091407700307,1
2015-10-17,365989.0,37.973566216940455,51.93927556363059,24.988504805921888,3.881556854753252,0
2015-10-18,371989.0,-9.195853830137407,34.794555831986955,2.5188895834970912,7.342952700034074,1
2015-10-19,410719.0,15.146400779465022,61.56980811981956,14.588625259181196,10.857516515702022,0
2015-10-20,403842.0,5.409043937143864,80.00757593122788,16.880056722536843,10.627454745210963,0
2015-10-21,399203.0,6.07730210570859,30.443763475317365,21.82533562502444,15.376507745607215,0
2015-10-22,401260.0,33.55895877455537,42.09243167080304,4.979072844368888,19.17390660626833,0
2015-10-23,391763.0,4.150333453405201,59.660093819209294,21.2563796719351,12.339586350421506,1
2015-10-24,372880.0,9.968568362440791,35.24092268276097,1.4974228935534972,6.025974132730569,0
2015-10-25,363242.0,-1.2329365748891394,59.07029006719616,6.090981843770665,11.49912352981884,1
2015-10-26,397220.0,13.755765762306392,89.07122907828499,17.142646825243936,2.5306173219612704,0
2015-10-27,404510.0,29.941636942676368,63.31432668025084,11.62534522649878,0.1194368295567072,0
2015-10-28,413975.0,4.735347106555736,35.667300554853334,1.1748540128982663,7.40275565452932,0
2015-10-29,404834.0,-8.949937015172134,41.21905719751464,26.90725075393969,0.7634370821063885,0
2015-10-30,392729.0,29.50595109852016,40.20434289854084,6.76450531323842,10.878242941763911,1
2015-10-31,368448.0,26.894624516002864,66.33841190272167,0.9698263215661352,8.223833621907417,1
2015-11-01,377385.0,0.489766341624934,45.886870681027744,14.008416335452011,0.4311796690944081,0
2015-11-02,396300.0,30.52749020414082,54.04218305324093,4.134329230693309,18.43833223624205,0
2015-11-03,398881.0,6.6197324774596105,73.06605068270721,15.207763490660398,0.6245100525301139,0
2015-11-04,398103.0,24.72465116585414,34.89858986250774,27.824354227537025,5.337086028607539,0
2015-11-05,404913.0,30.648086746868582,73.586540112687,20.4992639040649,5.279532388871077,0
2015-11-06,411377.0,-4.334432732976986,80.8348580337904,0.221209113739067,19.034855845636017,0
2015-11-07,372445.0,14.68266748492568,85.49031359240459,8.59767474803695,6.008277073879855,1
2015-11-08,363886.0,20.30630111642961,71.39502181148303,21.681717775979223,12.154616700498616,0
2015-11-09,402933.0,18.03529274540231,67.47515807859553,2.870521317788941,19.062200950100813,0
2015-11-10,408599.0,-4.325160522744916,72.58969325617431,1.8009969718451846,7.502752995544109,0
2015-11-11,402057.0,26.46812454645024,84.95492548787618,29.245153859893737,3.139087080955245,0
2015-11-12,408918.0,38.55971550622232,59.43310139998689,15.86293044261856,18.62855191322325,0
2015-11-13,400794.0,37.527278443028,48.31767954135974,26.068633463456933,15.390044951131658,0
2015-11-14,380817.0,-5.950641310863211,43.07187577315061,25.463852644578832,1.0714673599685942,0
2015-11-15,369631.0,37.98665032112448,52.17773582831251,9.0522670233273,4.602306747168184,0
2015-11-16,399038.0,6.647978668695107,75.48237702038266,14.298657992904904,14.258910956113024,0
2015-11-17,408818.0,3.933914069691927,30.11437493854428,20.74878167861669,11.304964643996351,0
2015-11-18,410095.0,-6.733108312101762,85.25284816450677,2.1104917182477267,18.14400150018808,0
2015-11-19,406918.0,-6.955687663582052,40.024936741758665,2.5233392390714027,9.391974368598738,0
2015-11-20,397269.0,-6.0910649597914,34.95578715488346,29.48916822027506,6.10934571656318,0
2015-11-21,378777.0,6.28679662459362,62.76121281539205,11.041618807889629,3.3114960580473385,0
2015-11-22,376021.0,20.55409963220786,52.7210166465227,13.51426077910912,16.804216301374183,0
2015-11-23,422295.0,39.16964094941807,75.78857222328662,20.60492175063071,16.007836327150507,0
2015-11-24,429081.0,12.00923710840339,80.52644861985686,13.505924341408017,16.275718349464846,1
2015-11-25,419503.0,30.017087482632604,67.05177046019945,25.856299842262526,16.340227543823282,0
2015-11-26,368572.0,21.590636534086126,47.44775481646887,23.591382556352745,16.656221694395466,0
2015-11-27,370528.0,16.603256067300656,43.33577514446639,21.61498842616612,19.45724739173961,0
2015-11-28,373654.0,0.1935174536722748,57.3634390564973,4.747123007970253,14.31945591054938,0
2015-11-29,381683.0,23.35838492862717,36.63887176735171,24.94282104340856,8.654427247335635,1
2015-11-30,426285.0,-7.913619939776431,46.497025942116494,9.101782694362551,11.010055426824376,0
2015-12-01,426950.0,13.781985831022157,39.57114931493018,6.321643170331014,3.909250047303565,1
2015-12-02,419299.0,-3.4401152788312874,30.266555849942737,25.59134143940036,9.408717430004234,1
2015-12-03,417907.0,-6.758942440766226,58.61372256333547,15.80677167915464,14.495410717307127,1
2015-12-04,417293.0,11.632970638732296,47.30228577475848,25.83469085172769,19.61614932004732,1
2015-12-05,388620.0,20.044596494891017,87.35008871629607,14.536316490805374,16.410730131752338,1
2015-12-06,390027.0,17.712868552682483,42.95197844363224,6.9366425922173125,16.17331507646164,1
2015-12-07,424251.0,39.88418851537104,49.09171710344601,21.255752350541147,5.455931753855861,1
2015-12-08,424643.0,4.978325662594955,86.9924043542794,26.07836003665547,6.289643092242652,1
2015-12-09,422253.0,8.556619396880087,60.96540326734567,17.022242602681022,18.24196182474168,1
2015-12-10,409706.0,-7.48248092418772,63.63710703913684,22.7065911346226,0.498685784784123,1
2015-12-11,407988.0,16.878887985642475,60.094440964393904,20.42159837913634,13.473864099785658,1
2015-12-12,380625.0,16.71008705567325,56.28873479426218,3.03669455448684,1.1375250157826455,1
2015-12-13,373300.0,24.078487511646102,44.30855328924896,12.713072272356678,1.5892714398016627,1
2015-12-14,410535.0,-6.155200560432292,36.78103021932404,12.98858702422008,16.075287059732585,1
2015-12-15,412044.0,-6.69480369417946,78.66800372618218,25.353646442684543,8.435478548388504,1
2015-12-16,419326.0,-4.312978309602874,40.32778357910245,22.49349993765304,14.905930242462818,0
2015-12-17,424130.0,-9.008491776020978,40.635711080220105,5.467589660393837,16.98262761230731,1
2015-12-18,422145.0,8.255844411779915,70.98683245866903,28.64430835177324,0.1744548701265458,0
2015-12-19,412628.0,17.231581434310087,65.29781103725153,18.27230371991362,4.694142688606191,0
2015-12-20,406427.0,25.33424367352974,49.53928870556367,11.143055817071874,18.259785282105764,1
2015-12-21,431984.0,31.228327466480515,30.854501273864948,6.3069217430462645,0.3177924967713186,0
2015-12-22,419394.0,10.215067991758325,47.49095377860392,21.10137738321947,17.73757065484122,1
2015-12-23,414416.0,22.987051808616982,69.09867220466984,28.56241025188833,0.8793746340479003,0
2015-12-24,388312.0,33.78402209991955,45.50259513442536,6.223468214170152,15.457883026390306,0
2015-12-25,358028.0,12.021778306148564,89.87019019164994,19.56776232032741,14.522709899834124,0
2015-12-26,371310.0,27.116429099452944,43.25126599111512,8.349356765718058,6.963068087887921,0
2015-12-27,375553.0,-7.822408230755858,49.49103834498754,7.004976068712719,11.75498161730877,0
2015-12-28,419961.0,10.116204589043797,88.11489778005438,19.02049212822709,2.1923842893713363,0
2015-12-29,430550.0,-0.8405844806108362,81.86591987578461,13.918708555449392,0.2836125920579757,0
2015-12-30,419501.0,14.516532650669092,80.32482518435225,0.2778922900268288,15.493383539075932,0
2015-12-31,406198.0,13.039363927915328,63.18309409347476,15.056224755972574,12.006774945812726,1
2016-01-01,388811.0,-8.037358705417688,65.42505654529783,15.472429391227555,13.406705910918037,0
2016-01-02,402027.0,27.18428450750796,31.840060422091767,13.323308843886444,4.112858282531208,0
2016-01-03,399079.0,4.106508129013829,83.12183096122419,6.351068753329247,19.69162254961899,1
2016-01-04,457659.0,17.531251570533993,57.54231766533937,21.67723344357753,14.364392402302077,0
2016-01-05,484990.0,21.7643348313317,61.107953158738354,10.246566276668936,3.6257765663191774,0
2016-01-06,465173.0,6.110286853182799,36.45834374481692,11.069839670784956,4.695025611528556,0
2016-01-07,450001.0,22.900893997728488,61.68973827286638,6.281606122249772,16.86638552539676,0
2016-01-08,439850.0,24.73451755257388,58.74150421841539,5.423625306004282,17.40922602614035,1
2016-01-09,398020.0,31.64772872787472,83.13182224241321,0.4499052583363661,19.46657488159265,0
2016-01-10,388793.0,-6.8207895754577,41.327759979168704,1.8472937836245609,12.99441962742804,0
2016-01-11,446469.0,36.825619605270006,33.717700567325366,5.968379934969391,16.96019450596468,0
2016-01-12,462397.0,12.056565904945025,70.51583837394139,12.929593456790707,19.79963333628161,1
2016-01-13,471132.0,0.4358029619460062,30.396766610660823,11.02281263518766,14.211362592533929,0
2016-01-14,466965.0,22.99384304237953,50.748912844827046,28.709265759202708,18.672787113149468,0
2016-01-15,434699.0,12.273884274555629,39.450058024269225,2.4963092040536927,4.921165406373538,0
2016-01-16,400463.0,37.16949575403019,67.88921199700941,21.12448836567261,11.170964991963515,1
2016-01-17,407489.0,1.7242184091219563,35.82898406333738,8.370086333201911,7.413711819071787,0
2016-01-18,459899.0,-5.439561891825575,67.18414553305419,19.94080502185805,1.117716995189575,0
2016-01-19,486839.0,36.85975887845456,30.137626294404114,14.783534191695155,16.11239198627291,0
2016-01-20,468092.0,15.17702697072206,46.35231029103774,14.690693755382842,16.67574256707645,0
2016-01-21,463755.0,-4.414952618535558,36.46571662564634,15.590267332943617,4.091713827464778,0
2016-01-22,468907.0,11.331007887191554,69.50162807381618,21.223664026563096,13.590563909524375,0
2016-01-23,446229.0,21.229879859133096,84.01541119853323,11.89077883338263,2.995664997005953,1
2016-01-24,431661.0,26.280820206377484,77.53972329174587,29.22161665453809,3.4499245464065376,1
2016-01-25,452172.0,38.62475478726,79.63897747800078,19.248405683581627,9.236776074053251,0
2016-01-26,444559.0,1.477238657395377,30.574402000222307,26.74386844022713,0.5945377568483123,0
2016-01-27,439843.0,35.127880572023145,52.60105453696467,18.666012055183348,15.265210604041089,0
2016-01-28,443579.0,38.47448178537138,53.07720774944976,7.208921940006656,16.353811868507357,0
2016-01-29,443538.0,0.4171177098893626,62.69988181276226,13.993846355523424,7.983314682618241,0
2016-01-30,416170.0,24.750757040522352,34.42788682328224,16.594543467080005,4.5485753876297,1
2016-01-31,391911.0,-8.625956675028858,80.9057124728279,1.149305679232966,13.36129915933208,1
2016-02-01,417694.0,5.3500749147225175,35.21668532862676,24.31085096579651,9.641315374450976,0
2016-02-02,422543.0,29.37905380119412,81.81589888204422,29.442075032525448,10.191018907520132,0
2016-02-03,426917.0,29.864436191065813,38.36302046481248,2.3220460268761944,9.640819642016504,0
2016-02-04,416284.0,32.030901576935285,61.58721137036005,25.064923201287453,6.433365301789844,0
2016-02-05,434564.0,15.04231679534253,58.50393330644162,10.811989210274476,12.858315535008186,0
2016-02-06,411498.0,-6.336321502549705,57.2849969693793,19.16982776310454,5.858659523143288,1
2016-02-07,397221.0,-0.8564636435031829,33.52036893447623,11.87665122985532,1.1095115173612258,0
2016-02-08,439809.0,34.86065722347018,81.56326455525951,13.04717545238972,3.536550719615277,0
2016-02-09,448363.0,18.26518144682753,86.53846706272272,12.261250441001147,2.0008027544263585,0
2016-02-10,449212.0,22.63706347679969,49.33329452855314,7.042456020926111,18.11385698959944,1
2016-02-11,475846.0,21.07466777348096,87.44693144560043,16.421349821030365,17.621198023333196,0
2016-02-12,482259.0,-7.996321585977131,81.64401038260861,4.841406597054072,10.029075169644717,1
2016-02-13,470553.0,-5.592552663045039,30.061718496694134,24.913341556181624,12.374656718324848,0
2016-02-14,487567.0,2.7089006611794897,85.21448418558782,13.41300995536966,8.544521154768221,0
2016-02-15,495704.0,4.049746410954855,49.19415232862457,19.423000522052885,15.82923055862893,0
2016-02-16,453549.0,6.744092054337539,75.97691945297991,27.48557333834475,17.828782175422376,0
2016-02-17,446155.0,25.50162610303284,34.72371828682358,6.386316822818113,17.03041275475186,0
2016-02-18,452209.0,-1.1438634987841283,32.342750366954014,9.884283451759234,14.24337565597316,0
2016-02-19,456108.0,3.627600350773273,46.53891398265308,16.114351610524345,6.272135116819859,0
2016-02-20,394841.0,5.029781348513449,78.11520965823033,21.995432323799967,18.930796838802944,1
2016-02-21,384934.0,-2.8652167040425134,67.22949875043446,25.91070096456957,17.736005532187008,0
2016-02-22,422201.0,8.82606765794868,38.20794889378478,20.61848182749369,2.810602629823617,0
2016-02-23,444322.0,29.002049777649084,51.12314834414568,13.37574288617713,19.4285571584996,0
2016-02-24,443157.0,38.78697949430988,50.931724698716906,28.12146910544555,18.496983169658574,0
2016-02-25,425990.0,-8.944782848904284,42.71864012254199,4.950417560640485,2.2506573755932324,0
2016-02-26,443352.0,15.885765736876376,88.5874352621752,16.5545826201406,13.224482571986949,0
2016-02-27,415999.0,-6.306616627551456,37.01394548136927,2.869468667054016,17.286556181546555,0
2016-02-28,381811.0,1.3502098425411706,37.19456952129831,26.115731039434927,8.61044019911224,0
2016-02-29,414256.0,28.35299633709593,81.61892436309037,8.182986621217875,8.569604542836755,0
2016-03-01,423458.0,24.365623685738207,44.29782341995417,18.04952987684318,7.651635099281416,0
2016-03-02,428883.0,-6.501352187117028,60.19155486623373,15.243128287116544,3.206485576357525,0
2016-03-03,446427.0,34.03311683008907,46.263446562913344,14.488351092674844,10.59770817049571,0
2016-03-04,443883.0,-1.636632860553286,47.53509025723389,3.688163043416478,12.015905079912509,0
2016-03-05,410113.0,11.864894223794234,66.88458714571861,23.63275275069177,16.88871733158849,1
2016-03-06,391476.0,16.316308633879654,76.53509399298574,28.20467050970299,17.477918311506556,0
2016-03-07,416749.0,21.78866755907374,31.102995147488727,0.4416927906859935,7.390680964952128,0
2016-03-08,402821.0,33.52391562720518,49.82692661114575,11.61788431247837,2.26174154630167,0
2016-03-09,394312.0,-5.497925998927114,48.31497032241198,13.704205158574323,16.464899761271468,0
2016-03-10,395785.0,-1.861797697455961,49.22403987573161,5.514090464990828,5.736195414451187,0
2016-03-11,392049.0,-9.419744021463485,79.08860948612408,4.707234032360745,4.553839421303114,0
2016-03-12,364447.0,32.132498972449135,55.2640520625238,16.15134675800253,8.168524147529775,1
2016-03-13,342479.0,17.137780015190955,84.23663352548509,11.118714119228128,0.9934394378324352,1
2016-03-14,405190.0,9.028522380038275,61.50488075208099,26.320050318910337,13.819975703404928,0
2016-03-15,403055.0,4.268860806957296,40.222238376884434,4.5164506263126905,5.344873554842247,0
2016-03-16,392597.0,-3.6317191185918993,30.933398145598822,27.838111693457016,13.221783431026966,0
2016-03-17,392343.0,-4.677648735811953,78.25760722139533,22.2656755073722,3.5319081589399315,1
2016-03-18,395530.0,11.315841081137975,86.83310148148482,6.437156579746112,14.64782392514456,0
2016-03-19,377021.0,-9.486563700131756,62.683989920975336,13.96296651150504,8.970642973710994,0
2016-03-20,383160.0,29.62695075784953,42.92426377734176,2.2751422959575693,18.33756348371045,1
2016-03-21,415572.0,18.42384030591809,55.370557340204414,20.28548661152135,2.667194510815627,0
2016-03-22,410808.0,30.70166090730065,67.46280760236033,18.86337984813452,7.492921347458781,1
2016-03-23,400760.0,0.9924910024414616,54.42871749094931,12.993443730628677,13.357387169367351,0
2016-03-24,398532.0,27.03129665750365,68.2223596637744,24.51078049391177,16.271084240230977,0
2016-03-25,386481.0,20.944551889228457,60.59220792307099,29.23086621193147,17.889985114579,0
2016-03-26,363413.0,25.48525032346003,82.18921411499545,12.996691046019778,10.722457701127276,0
2016-03-27,347215.0,3.547760342017378,80.17921408565459,29.08900306299898,9.817784350011534,0
2016-03-28,395895.0,11.870579883702806,37.76151627116167,20.365068577596624,10.725106226459488,0
2016-03-29,399871.0,0.1539423778193356,68.109911839544,1.0411610815944885,14.835344257342983,0
2016-03-30,397534.0,-1.7901293361124146,66.75294886685825,8.12135536715963,15.866730840738056,1
2016-03-31,392330.0,29.71694318453212,48.385320825742085,29.082485331947304,18.449859742744035,0
2016-04-01,392179.0,21.47218164886492,49.60848049434192,22.035003093195865,6.259103832980557,1
2016-04-02,365202.0,23.820618304350887,30.763368591634286,10.621933326641702,3.770759064185965,1
2016-04-03,378696.0,-9.568895447577482,83.4092382705702,28.59854516975058,4.583936201117876,1
2016-04-04,430637.0,34.08155561568385,31.31067287483753,23.71922590149821,1.851642223355825,0
2016-04-05,430295.0,8.003100067362443,64.97144711594697,11.850415322429876,12.566574523142789,0
2016-04-06,426492.0,2.3733450988751823,32.51443565243951,4.0715010473081845,19.79658285302885,0
2016-04-07,407171.0,25.86465217629997,84.39757824790286,24.88526440865891,19.66955370787463,0
2016-04-08,405626.0,8.127089321280831,73.15223172454282,22.51778310464138,1.3644437530542142,0
2016-04-09,387034.0,37.1676677610242,57.68531123919723,20.898602560949907,1.8792947443568475,0
2016-04-10,377425.0,-8.551034448352947,36.62877481459435,15.680284235519066,8.088644496109204,0
2016-04-11,406432.0,-4.494947468430024,52.60745019979116,10.369278834847508,17.756082331296547,0
2016-04-12,401300.0,2.136018042979352,67.431987183031,23.23756511117115,13.635402971190182,0
2016-04-13,395719.0,17.243220459778065,79.79033245440694,15.602422192040672,0.188090601065165,0
2016-04-14,390641.0,31.519099267968365,78.80858431089115,20.44180243345094,8.27202920366906,1
2016-04-15,382703.0,20.670429618591864,55.95478266258641,14.037793792284951,9.818933100354002,1
2016-04-16,350548.0,29.447895056372467,43.35981570427918,15.552138159122498,2.808989381583926,1
2016-04-17,344227.0,4.899732916018271,70.25365058050275,7.879080869933115,19.773619923760148,0
2016-04-18,383703.0,4.070953479979576,46.301523909191246,25.050049093937936,19.7584639842216,0
2016-04-19,384284.0,38.67281096901288,55.34029871678232,18.24811372797524,11.996880898653345,0
2016-04-20,381701.0,-8.083914281785894,60.22363133154024,0.76761792217104,7.275990882906569,0
2016-04-21,385584.0,27.637365074555795,37.18344243390317,4.481076333536801,3.8306893851736334,1
2016-04-22,392903.0,34.23439809200841,62.51237548981509,19.512078729920464,18.881585902948,0
2016-04-23,356289.0,16.314461552257846,48.43320309173601,5.6841537591999,14.54748713339417,1
2016-04-24,338704.0,1.437698976492328,67.480553035179,29.255230627833747,6.583323445337237,0
2016-04-25,379019.0,11.403154691085284,54.94808988820315,18.760886060418088,13.06357063097852,0
